Person.id:START_ID(Person)|Organisation.id:END_ID(Organisation)|workFrom
7725|554|2011
7725|543|2012
8854|539|2006
2199023258117|208|2000
2199023258117|209|1999
2199023258117|205|2001
2199023258117|207|2000
2199023261144|897|2006
2199023261144|891|2005
2199023261144|894|2005
2199023261144|895|2005
2199023261630|1325|2008
2199023263121|737|2003
2199023263159|837|2003
2199023263795|550|2000
2199023263795|551|2000
2199023263795|552|2000
2199023265718|559|2008
2199023266178|1557|2011
2199023266178|1560|2011
4398046521355|832|2001
4398046521355|836|2002
4398046521355|837|2002
4398046521355|838|2002
4398046521355|828|2001
6597069766914|1047|2006
6597069766914|1098|2007
6597069766914|1067|2007
6597069766914|1068|2008
6597069767635|323|2008
6597069767668|1014|2006
6597069767668|1016|2006
6597069770377|914|2000
6597069770377|920|2000
6597069770377|937|2002
6597069770377|921|2011
6597069770377|927|2011
6597069771455|209|2011
6597069771455|206|2011
6597069771455|207|2011
6597069773790|1219|2006
6597069773790|1221|2007
6597069773790|1195|2007
6597069773790|1183|2006
6597069775774|146|2011
6597069775774|148|2011
6597069775774|167|2011
6597069775774|151|2011
6597069775774|142|2010
6597069775859|540|2001
8796093024039|786|2010
8796093024620|912|2011
8796093024620|932|2004
8796093024620|923|1999
8796093024864|912|2004
8796093024864|917|2004
8796093024864|919|2003
8796093025528|933|2001
8796093025528|936|2002
8796093025528|921|2002
8796093025528|905|2002
8796093025528|926|2002
8796093026752|822|2010
8796093028263|897|2005
8796093028263|892|2006
8796093028406|272|2008
8796093028406|282|2006
8796093028406|267|2008
8796093028406|285|2012
8796093028406|271|2005
8796093030182|107|2001
8796093030182|108|2001
8796093030182|109|2002
10995116286025|544|1999
10995116286025|549|1999
10995116286025|553|1998
10995116286025|538|1999
10995116286025|542|2000
10995116286473|245|2001
10995116286473|233|2001
10995116286473|234|2002
10995116286473|237|2001
10995116288321|201|2005
13194139535014|1559|2003
13194139535014|1561|2005
13194139541146|1491|2012
13194139541146|1452|2011
13194139542510|770|2000
13194139542510|763|2001
13194139542510|764|2001
15393162795673|259|2001
15393162795673|260|2002
15393162795673|253|2002
15393162795673|254|2003
15393162796039|391|2007
15393162796039|379|2008
15393162796310|345|2010
15393162796310|346|2003
15393162797535|545|2008
15393162797535|553|2006
15393162797535|554|2006
15393162797535|542|2007
15393162797535|543|2007
15393162798481|775|2002
15393162799074|908|2009
17592186046466|562|2006
17592186046466|567|2007
17592186046466|569|2006
17592186054436|546|2007
17592186054436|599|2010
17592186054436|540|2006
19791209301676|545|2005
19791209301676|547|2006
19791209301676|344|2005
19791209304960|139|2011
19791209304960|175|2008
19791209305391|33|1999
19791209305391|21|1999
19791209305391|28|1998
19791209305391|29|1998
19791209305943|547|2011
19791209305943|538|2011
19791209305943|554|2008
19791209305943|539|2010
21990232558925|826|1999
21990232558925|827|1998
21990232559533|1568|2000
21990232559533|1567|2001
21990232559584|673|2008
21990232559584|677|2010
21990232559584|664|2010
21990232559584|1081|2009
21990232559584|682|2009
21990232562846|1324|2008
21990232562846|1325|2007
21990232563466|947|2008
21990232563466|948|2009
21990232563466|939|2008
21990232563784|962|2011
26388279067760|480|2009
26388279067760|468|2009
26388279067760|447|2009
26388279070696|249|2005
28587302325012|307|2007
28587302325012|301|2006
28587302330267|758|2006
28587302331211|1233|2004
28587302331211|1234|2004
28587302331211|1231|2003
28587302331391|927|2012
28587302331852|767|2007
30786325578600|399|2007
30786325578755|299|2007
30786325578755|302|2005
30786325582396|612|2006
30786325582396|613|2006
30786325582396|614|2006
30786325582396|616|2007
30786325584011|361|2007
30786325584011|363|2006
30786325584011|349|2006
32985348833434|1019|2004
32985348833434|1020|2004
32985348833434|1022|2005
32985348833702|674|2009
32985348833702|679|2008
32985348835254|549|2007
32985348835254|553|2008
32985348839110|710|2010
32985348839110|696|2009
32985348839110|715|2009
32985348839110|702|2009
32985348840140|1568|1999
32985348840140|1567|2002
32985348840904|798|2010
32985348842430|1559|2006
32985348842430|1561|2007
32985348842558|674|2001
32985348842558|677|2001
32985348842558|666|2001
32985348842558|670|2002
32985348842883|936|2010
32985348842883|906|2010
32985348842883|907|2009
32985348842883|927|2011
3981|729|2010
3981|542|2011
5132|920|2002
5132|938|2004
5201|593|2003
5201|518|2004
5201|605|2004
5201|590|2004
9063|171|2004
2199023260021|1232|2005
2199023260021|1233|2005
2199023260021|1231|2005
2199023261531|960|2011
2199023261531|1556|2011
2199023261531|1544|2010
2199023261531|1545|2011
2199023261566|354|2009
2199023263145|930|2004
2199023263145|936|2004
2199023263145|906|2004
2199023263145|938|2003
2199023263145|910|2004
2199023264682|1427|2007
2199023264682|1433|2008
2199023264682|811|2008
4398046511747|933|2009
4398046511747|937|2010
4398046513531|1318|2010
4398046513814|545|2011
4398046513814|543|2013
4398046518000|1506|2006
4398046518000|1527|2006
4398046518000|1514|2006
4398046518000|1516|2006
4398046518000|1532|2006
4398046518439|1559|2007
4398046518895|34|2012
4398046518895|54|2011
4398046518895|38|2012
4398046519752|1509|2009
4398046519752|1479|2009
4398046519752|1496|2009
4398046521486|817|2007
4398046521486|354|2008
4398046521486|360|2007
4398046521486|349|2008
6597069767341|1013|2007
6597069767341|1019|2008
6597069767341|1020|2007
6597069768034|547|2007
6597069768034|552|2009
6597069768034|542|2009
6597069769133|917|2006
6597069769133|934|2005
6597069769133|919|2006
6597069769133|936|2005
6597069769133|923|2004
6597069770516|374|2006
6597069770516|378|2006
6597069772875|1057|2010
6597069772875|1047|2010
6597069772875|1079|2010
6597069772875|1050|2009
6597069776309|1557|2010
6597069776309|1559|2009
6597069776309|664|2008
6597069776309|1561|2009
8796093022975|818|2005
8796093022975|819|2010
8796093028528|1028|2004
8796093028528|1062|2005
8796093028528|407|2005
8796093028528|1101|2006
8796093028528|1086|2005
8796093029190|916|2002
8796093029190|920|2003
8796093029190|921|2003
8796093029190|937|2002
8796093029190|911|2003
8796093031407|841|2003
10995116278228|1317|2011
10995116278228|1307|2009
10995116284740|544|2009
10995116284740|545|2009
10995116284740|547|2009
10995116284740|552|2010
10995116284740|543|2010
10995116286843|1091|2001
10995116286843|1060|2002
10995116286843|1055|2001
10995116287772|912|2011
10995116287772|925|2002
13194139535995|782|2009
13194139538634|284|2009
13194139538691|925|2006
15393162791080|544|2009
15393162791080|549|2008
15393162791080|552|2008
15393162791080|542|2010
15393162791080|543|2009
15393162792710|897|2008
15393162792710|889|2006
15393162792710|893|2008
15393162792710|895|2010
15393162793178|181|2003
15393162794900|979|2004
15393162794900|811|2003
15393162794900|973|2004
15393162794900|975|2003
15393162796967|921|2006
15393162796967|862|2011
17592186046083|1117|2011
17592186046083|1118|2011
17592186049430|770|2009
17592186049430|763|2010
17592186049430|767|2009
17592186050893|887|2006
17592186050893|888|2005
17592186050893|889|2010
17592186050893|521|2010
17592186053927|1022|2010
17592186054569|929|2006
17592186054569|931|2005
17592186054569|933|2006
17592186054569|917|2006
17592186054569|925|2005
17592186054967|444|2007
17592186054967|445|2006
19791209302216|1399|1999
19791209302216|1407|2002
19791209303818|1176|2004
19791209306652|1552|2006
19791209306652|1542|2011
19791209306652|1548|2012
21990232556837|936|2012
21990232556837|922|2013
21990232556837|909|2012
21990232556837|925|2013
21990232557538|1558|2002
21990232557538|1559|2003
21990232557538|1561|2002
21990232558393|1560|2004
21990232561537|358|2006
21990232561537|360|2007
21990232561537|364|2005
24189255812295|1203|2003
24189255812295|1221|2003
24189255812295|1207|2004
24189255821674|809|2008
24189255821674|810|2012
24189255821674|812|2010
24189255821674|813|2011
26388279067331|920|2010
26388279067331|938|2010
26388279069094|672|2002
26388279069094|673|2001
26388279069094|679|2002
26388279073095|1376|2007
26388279073095|1365|2006
26388279073095|1354|2012
26388279073095|1388|2012
26388279073095|1566|2008
26388279076142|465|2005
26388279076142|865|2006
26388279076142|346|2004
26388279076142|1259|2005
26388279076142|1229|2006
26388279076468|1062|2002
26388279076468|1030|2007
26388279076468|1035|2010
26388279076468|1071|2005
26388279077357|912|1999
26388279077357|931|1999
26388279077357|934|1998
26388279077357|935|1999
26388279077357|919|2000
28587302325648|919|2001
28587302325648|935|2001
28587302325648|907|2001
28587302325648|910|2002
28587302325648|926|2000
28587302327492|304|2007
28587302327492|305|2008
28587302327492|300|2007
28587302327492|14|2007
28587302331009|1106|2009
28587302331009|1102|2008
30786325578963|1035|2009
30786325584756|272|2007
30786325584756|291|2007
30786325584756|276|2006
30786325584756|283|2006
30786325584756|271|2006
32985348833834|1165|2012
32985348834678|929|2002
32985348834678|933|2003
32985348834678|938|2002
32985348834678|923|2004
32985348834678|907|2003
32985348835695|1463|2011
32985348836365|545|2011
32985348836365|552|2012
32985348836365|540|2012
32985348836365|543|2011
32985348836381|452|2012
32985348836381|455|2009
32985348836699|924|2010
1829|768|2003
1829|763|2005
3039|912|2006
3039|929|2005
3039|933|2005
3039|920|2005
3039|926|2005
5845|205|2009
5845|206|2009
5845|207|2009
5889|953|2008
5889|955|2009
5889|956|2007
5909|1071|2009
6766|305|2011
6766|306|2005
6766|299|2009
6766|300|2010
6766|301|2009
7845|196|2004
7845|197|2003
7845|199|2004
7845|200|2002
8437|323|2004
8437|310|2004
8437|327|2005
8437|312|2005
8437|315|2005
9695|545|2002
9695|547|2002
9695|550|2001
2199023255725|923|2010
2199023255725|109|2010
2199023255725|927|2010
2199023257291|459|2003
2199023257291|444|2011
2199023257291|447|2004
2199023259490|963|2011
2199023260163|161|2012
2199023260163|183|2012
2199023260163|137|2011
2199023260163|142|2011
2199023260562|537|2004
2199023266374|889|2003
2199023266374|892|2004
2199023266374|894|2003
4398046511246|551|2002
4398046511246|538|2001
4398046511246|540|2003
4398046516185|297|2010
4398046516185|298|2010
4398046516663|1347|2004
4398046516663|1348|2002
4398046517074|101|2004
4398046517074|1001|2004
4398046517074|95|2005
4398046519334|1056|2011
4398046519334|1088|2011
4398046519334|1030|2011
4398046520231|1037|2009
4398046521107|466|2009
6597069767375|21|2004
6597069767375|27|2003
6597069768004|804|2006
6597069768004|806|2007
6597069768004|796|2006
6597069768004|781|2007
6597069768564|891|2001
6597069768722|1321|2003
6597069768722|1323|2002
6597069768722|1325|2002
6597069770938|912|2010
6597069770938|916|2010
6597069770938|906|2010
6597069770949|296|2003
6597069770949|297|2004
6597069772931|945|2002
6597069772931|481|2001
6597069772931|397|2001
8796093022412|482|2005
8796093022412|485|2006
8796093022412|469|2004
8796093022412|472|2005
8796093022412|478|2005
8796093027268|545|2007
8796093027268|553|2008
8796093027268|539|2007
8796093027419|546|2006
8796093027419|552|2004
8796093029002|864|2003
8796093030408|927|2009
8796093031250|1488|2011
8796093031250|1466|2011
8796093031250|1514|2012
8796093031250|1501|2012
8796093031367|258|2000
8796093031367|254|1999
8796093031367|255|2000
10995116279349|357|2001
10995116280854|561|2009
10995116280854|566|2006
10995116280854|572|2009
10995116280854|574|2011
10995116281862|919|2000
10995116281862|908|2001
10995116281862|926|2000
10995116283613|353|2010
10995116286131|1383|2003
10995116286131|1355|2005
10995116286967|916|2001
10995116286967|937|2001
10995116286967|921|2001
10995116286967|906|2002
13194139539476|676|1999
13194139539476|665|1998
13194139540518|931|2007
13194139540518|404|2007
13194139540518|906|2008
13194139540518|925|2007
13194139540518|927|2008
13194139540902|546|2007
13194139540902|547|2006
13194139540902|550|2007
13194139540902|553|2007
13194139540902|540|2006
13194139541506|1176|2001
13194139543018|899|2004
13194139543018|884|2005
13194139543018|874|2004
13194139543018|876|2003
15393162789624|577|2003
15393162789624|561|2003
15393162789624|564|2003
15393162789624|571|2004
15393162789624|572|2003
15393162794219|553|2005
15393162794219|554|2004
15393162794260|272|2009
15393162794260|284|2003
15393162798371|209|2001
15393162798371|372|2007
15393162798371|373|2006
15393162798371|377|2005
15393162798371|382|2006
17592186047175|1571|2004
17592186047175|1572|2004
17592186052056|1137|2004
17592186052056|1138|2005
19791209301977|262|2004
19791209302952|912|2011
19791209303809|929|2011
19791209303809|915|2009
19791209303809|892|2011
19791209303809|397|2011
19791209303809|910|2011
19791209306096|538|2003
19791209306096|541|2003
19791209310067|547|2000
19791209310067|548|2000
19791209310067|550|2001
19791209310067|553|2000
19791209310067|540|2000
19791209310927|1170|2002
21990232556760|3|2007
21990232556760|761|2008
21990232556760|763|2008
21990232556760|766|2012
21990232557288|802|2004
21990232557288|839|2004
21990232557288|792|2004
21990232557288|808|2005
21990232557288|778|2005
21990232560499|1036|2010
24189255811079|912|2008
24189255811079|934|2008
24189255811079|924|2007
24189255811079|926|2007
24189255813168|1292|2007
24189255813168|1294|2008
24189255817830|500|2011
24189255817830|507|2007
24189255819663|951|2007
24189255819663|967|2007
24189255821151|677|2005
24189255821151|668|2005
26388279067868|897|2005
26388279067868|888|2004
26388279067868|891|2004
26388279067868|893|2005
28587302322487|425|2006
28587302322487|413|2011
28587302322487|415|2012
28587302324481|544|2012
28587302324481|545|2012
28587302324481|866|2010
28587302325918|1174|2006
28587302325918|1175|2008
28587302333154|1557|2009
28587302333154|1558|2008
28587302333154|9|2008
30786325578737|962|2006
30786325578737|965|2005
30786325578737|967|2004
30786325578737|953|2006
30786325578737|954|2004
30786325579189|1001|2003
30786325579189|1002|2003
30786325584051|1144|2010
32985348833660|1379|2012
32985348833660|1125|2012
32985348833660|1358|2011
32985348838954|0|2005
32985348838954|2|2005
32985348838954|3|2006
32985348838954|5|2006
32985348840278|903|2006
32985348840278|733|2005
32985348842861|1474|2002
32985348842861|1445|2001
32985348842861|1468|2001
788|1560|2007
788|777|2007
788|1561|2007
3682|1426|2002
3781|387|2007
3781|390|2007
3781|383|2009
8760|1320|2005
8760|1324|2005
8919|814|2002
8919|815|2002
10227|1301|2011
10227|1016|2005
10227|1021|2005
2199023256634|1344|2001
2199023256634|1336|2003
2199023258090|1325|2002
2199023258130|816|2008
2199023258130|919|2011
2199023258130|927|2005
2199023258513|203|2012
2199023259701|1283|2004
2199023259701|485|2004
2199023259701|477|2003
2199023259701|446|2003
2199023261909|544|2004
2199023261909|547|2003
2199023261909|552|2004
2199023261909|540|2004
4398046512142|935|2009
4398046512142|921|2009
4398046518055|146|2007
4398046518055|183|2007
4398046518055|1323|2007
4398046518055|173|2007
4398046519395|1066|2011
4398046520930|929|2000
4398046520930|921|2000
4398046520930|910|2000
6597069770596|545|2001
6597069770596|546|2005
6597069770596|553|2012
6597069773852|1016|2009
6597069773852|1019|2000
8796093022946|1558|2001
8796093022946|1561|2001
8796093026085|1361|2006
8796093026085|1382|2006
8796093026085|1367|2006
8796093026085|1354|2005
8796093026085|1355|2006
8796093028233|481|2006
8796093028233|485|2006
8796093028233|486|2006
10995116280156|946|2009
10995116280156|940|2007
10995116286452|1476|2000
10995116286517|1104|2005
10995116286517|1057|2005
10995116286517|1048|2004
10995116286517|1083|2004
10995116286517|1037|2005
10995116288038|674|2004
10995116288038|675|2004
10995116288038|666|2004
10995116288038|671|2003
13194139535027|1560|2005
13194139536130|1521|2004
13194139536130|1506|2010
13194139536130|1477|2008
13194139536130|1446|2007
13194139536130|1462|2001
13194139539673|665|2000
13194139539673|666|2008
15393162790832|208|2009
15393162792376|705|2004
15393162792376|710|2004
15393162792376|701|2003
15393162793612|946|2005
15393162793612|780|2004
15393162793612|782|2004
15393162793612|798|2005
15393162798828|912|2006
15393162798828|906|2007
15393162798828|907|2007
15393162798828|923|2007
15393162798828|927|2006
17592186044943|32|2005
17592186044943|22|2006
17592186044943|31|2007
17592186046411|1041|2002
17592186046411|1078|1999
17592186046411|1066|2008
17592186046849|676|2005
17592186046849|678|2005
17592186046849|680|2005
17592186046849|682|2006
17592186046849|670|2005
17592186049871|627|2001
17592186049871|635|2002
17592186052004|572|2000
17592186052108|352|2010
17592186052108|368|2010
17592186052108|369|2011
17592186053731|790|2008
19791209301911|569|2007
19791209301911|558|2007
19791209304034|0|2006
19791209304034|5|2003
19791209304034|440|2004
19791209306335|115|2012
19791209306335|117|2005
19791209306335|118|2006
19791209306335|121|2006
19791209306504|958|2006
19791209306504|959|2006
21990232555571|708|2009
21990232555686|106|2008
21990232555686|107|2007
21990232555686|108|2008
21990232560143|195|2012
21990232560848|1460|2005
21990232560848|1461|2006
21990232560848|1463|2005
21990232565549|896|2008
21990232565549|887|2008
21990232565549|889|2008
24189255816343|689|2001
24189255816343|695|2001
24189255816343|686|2001
24189255817517|150|2006
24189255817517|166|2005
24189255817517|168|2006
24189255817517|157|2007
24189255821924|357|2002
24189255821924|360|2001
24189255821924|365|2002
26388279068721|802|2001
26388279068721|803|2002
26388279068721|395|2001
26388279068721|782|2001
26388279071595|433|2012
26388279071595|441|2012
26388279075569|677|2011
26388279075569|682|2011
26388279075569|668|2012
26388279076521|801|2003
26388279076521|792|2004
26388279076521|795|2004
26388279076521|796|2004
26388279076521|783|2004
28587302322524|962|2005
28587302322524|950|2006
28587302322524|951|2005
28587302322524|952|2006
28587302322524|954|2004
28587302322854|967|2003
28587302324530|176|2010
28587302324530|178|2004
28587302324530|179|2007
28587302324530|151|2011
28587302325030|546|2011
28587302325030|550|2010
28587302325030|540|2011
28587302325292|554|2003
28587302325563|552|2012
28587302325563|542|2010
28587302327593|913|2004
28587302327593|934|2005
28587302327593|937|2003
28587302327593|938|2003
28587302327593|925|2004
28587302328913|299|2002
28587302328913|301|2003
28587302329552|960|2003
28587302329982|549|2005
28587302329982|554|2005
28587302329982|541|2011
28587302332407|464|2007
28587302332407|480|2007
28587302332407|449|2007
28587302332407|451|2007
28587302332407|443|2006
28587302332560|1189|2005
28587302332560|1211|2005
28587302332560|1214|2005
30786325582983|1297|2009
30786325582983|1298|2009
30786325582983|1300|2009
30786325582983|1301|2009
30786325587866|296|2000
32985348833438|887|2008
32985348833438|888|2006
32985348833438|892|2006
32985348834576|888|2006
32985348834576|890|2007
32985348834576|892|2007
32985348835122|1568|2005
32985348835122|1567|2005
1419|899|2004
1419|900|2003
3092|915|2008
3092|909|2007
3825|451|2010
3825|485|2010
4018|150|2007
5226|1011|2004
5226|105|2004
5226|1115|2003
5226|1340|2004
5226|814|2003
5256|545|2003
5256|546|2002
5256|549|2003
5256|1567|2003
8926|1233|2004
8926|546|2004
8926|547|2004
8926|539|2004
10929|548|2003
10929|541|2005
2199023257753|1567|2008
2199023259874|663|2008
2199023259874|909|2011
2199023260114|949|2011
2199023260114|952|2012
2199023260114|968|2011
2199023260901|928|2005
2199023260901|916|2005
2199023260901|917|2005
2199023260901|937|2005
2199023260990|769|2006
2199023260990|770|2006
2199023260990|759|2006
2199023261549|933|2005
2199023261549|937|2004
2199023261549|906|2004
4398046516044|1558|2005
4398046516044|1561|2005
6597069770089|891|2010
6597069770089|895|2009
6597069771439|887|2009
6597069771439|891|2004
6597069771439|894|2008
6597069771439|895|2006
6597069772293|547|1999
6597069772293|538|1999
6597069772293|554|1999
6597069772293|732|2000
6597069772293|543|2000
6597069776409|549|2003
6597069776409|538|2002
6597069776409|541|2002
6597069776409|542|2003
6597069776974|1217|2008
6597069776974|1185|2009
6597069776974|867|2007
6597069777016|340|2003
6597069777016|1226|2003
6597069777016|1227|2004
6597069777016|1228|2003
6597069777016|1230|2003
8796093022435|915|2011
8796093024296|864|2005
8796093024296|865|2004
8796093024296|866|2004
8796093024494|1229|2003
8796093024494|1230|2002
8796093025250|1568|2007
8796093025250|1567|2009
8796093029514|961|2012
8796093029514|952|2011
10995116282095|546|2011
10995116282095|543|2004
10995116286561|395|2008
10995116286561|397|2008
13194139540845|1543|2003
13194139540845|1548|2002
13194139542247|583|2005
13194139542247|568|2008
13194139542247|585|2007
13194139542247|555|2012
13194139542675|833|2006
13194139542675|837|2006
13194139542675|842|2006
13194139542675|829|2005
13194139542675|830|2006
15393162793237|106|2004
15393162793237|108|2002
15393162793237|109|2005
15393162794106|1330|2010
15393162794106|1350|2009
15393162794106|1335|2010
15393162794106|1338|2009
15393162794106|1340|2010
15393162796790|962|2007
15393162796790|951|2007
15393162796790|953|2007
15393162796990|851|1999
15393162796990|860|2010
15393162799630|893|2001
15393162799630|895|2000
15393162799734|1396|1999
15393162799734|1418|2000
15393162799734|1435|2000
15393162799734|1420|1999
15393162799734|1406|1999
17592186046110|296|2007
17592186046110|298|2009
17592186048413|1292|2003
17592186048413|1294|2002
17592186048413|1295|2001
17592186050355|1107|2010
17592186050379|1117|2006
17592186050379|1118|2005
17592186051840|178|2004
17592186051840|135|2006
17592186051840|185|2006
17592186051840|923|2005
17592186051840|157|2006
17592186053218|231|2003
17592186053218|237|2004
17592186055309|1117|2007
17592186055309|1118|2007
19791209301112|800|2012
19791209305691|544|2006
19791209305691|1000|2007
19791209305691|552|2011
19791209305691|541|2001
19791209306623|422|2001
19791209306623|107|2002
19791209307885|912|2003
19791209307885|916|2004
19791209307885|932|2004
19791209307885|935|2004
19791209307885|936|2005
19791209309448|664|1999
19791209309448|671|2000
21990232558558|357|2007
21990232558558|360|2006
24189255813022|938|2004
24189255813022|923|2004
24189255816060|917|2009
24189255816060|936|2008
24189255816060|824|2009
24189255816060|924|2009
24189255816060|925|2008
24189255818757|981|2010
24189255818757|973|2010
24189255818892|928|2009
24189255818892|916|2011
24189255818892|921|2010
24189255820924|399|2005
24189255820965|758|2005
26388279067527|1457|2004
26388279067527|1531|2003
26388279067527|1469|2004
26388279067527|1502|2004
26388279072236|135|2001
26388279072236|183|2002
26388279072236|185|2000
26388279072236|173|2002
26388279072236|143|2000
28587302324102|1174|2012
28587302325144|961|2005
28587302329523|226|2009
28587302329523|243|2010
28587302329523|231|2012
28587302329523|218|2012
28587302329523|222|2005
28587302330625|1248|2010
28587302330625|1264|2011
28587302330625|1237|2003
28587302330625|1261|2010
28587302331437|1022|2000
28587302332672|1570|2012
28587302332864|1445|2005
28587302332864|1526|2005
28587302332864|1454|2004
30786325580412|178|2003
30786325580412|165|1999
30786325580412|136|2003
30786325580412|154|2008
30786325580412|139|2004
30786325587733|945|2009
30786325587733|939|2009
30786325587733|942|2009
32985348834723|632|2003
32985348834723|633|2002
32985348834723|618|2003
32985348836424|932|2004
32985348836424|926|2006
32985348836635|545|2001
32985348836635|554|2001
32985348840202|906|2008
32985348840202|924|2006
32985348840202|909|2010
32985348841495|1117|2011
32985348843409|865|2009
32985348843409|850|2009
32985348843409|552|2009
32985348843409|554|2010
35184372090183|1409|2003
35184372090183|1397|2003
35184372090183|1429|2003
35184372090183|1414|2002
35184372090183|1400|2003
35184372090930|294|2006
35184372090930|295|2005
35184372097876|934|2012
35184372097876|919|2011
35184372097876|935|2003
35184372097876|905|2002
35184372098033|1320|2009
35184372098033|1322|2009
2269|1175|2001
2269|1177|2002
2269|1179|2001
2269|1180|2001
4157|1091|2009
4157|716|2010
4157|1086|2010
4460|913|2003
4460|937|2003
4460|911|2003
7924|1021|2005
8649|816|2000
8649|928|1999
8649|923|1999
8784|906|2001
8784|938|2001
8784|908|2002
8784|925|2000
2199023257135|206|2004
2199023257239|1069|2001
2199023258839|1118|2003
2199023262614|145|2003
2199023262614|164|2005
2199023262614|152|2004
2199023262614|171|2003
2199023262614|140|2005
2199023263858|957|2009
2199023263858|959|2009
2199023265044|704|2007
2199023265044|710|2007
2199023265044|525|2006
2199023265044|701|2005
4398046511145|545|2005
4398046511145|553|2006
4398046511145|538|2005
4398046514238|678|2008
4398046514238|681|2007
4398046516505|759|2011
4398046516505|762|2010
4398046516505|763|2010
4398046519073|1458|2006
4398046519886|1227|2010
4398046519886|1228|2008
4398046519886|1230|2008
4398046520271|1117|2012
6597069766998|1216|2004
6597069766998|1204|2004
6597069766998|1192|2004
6597069766998|1199|2005
6597069767400|21|2007
6597069767400|25|2006
6597069767400|26|2006
6597069767400|29|2006
6597069774404|966|2013
6597069774404|958|2012
6597069776172|813|2010
6597069777015|721|2011
6597069777015|133|2010
8796093026604|917|2002
8796093026604|927|2002
8796093026604|911|2001
8796093028769|566|2004
8796093028769|584|2004
8796093028769|573|2004
8796093031875|842|2007
10995116282435|915|2002
10995116282435|917|2012
10995116282435|938|2011
10995116284062|771|2009
10995116284062|677|2010
10995116284062|825|2008
10995116284062|1002|2010
10995116284062|79|2009
10995116284469|547|2003
10995116284469|551|2002
10995116284469|553|2003
10995116284469|541|2002
10995116284469|542|2003
10995116285513|1493|2010
10995116285513|1478|2009
10995116285513|534|2009
10995116285513|1467|2008
10995116285785|545|2005
10995116285785|549|2004
10995116285785|553|2004
10995116285785|540|2003
10995116288303|723|2004
10995116288303|725|2004
10995116288303|727|2005
10995116288303|717|2004
10995116288303|718|2004
10995116288684|668|2003
13194139533500|466|2008
13194139533500|475|2008
13194139537815|553|2005
13194139537815|540|2005
13194139537815|543|2005
15393162788911|1227|2003
15393162788911|1228|2005
15393162788911|1230|2004
15393162789077|176|2001
15393162789077|161|2001
15393162789077|141|2000
15393162789077|173|2000
15393162794207|980|2005
15393162794207|971|2005
15393162795734|677|1999
15393162795734|679|2000
15393162795734|670|2000
15393162795836|912|2000
15393162795836|921|2001
15393162795836|906|2001
15393162795836|908|2000
15393162797017|914|2002
15393162797017|919|2004
15393162797730|835|2002
15393162797730|836|2003
15393162797730|829|2003
15393162797730|830|2002
15393162798070|199|2003
15393162798070|200|2003
15393162798448|578|2003
15393162798448|573|2002
15393162798552|1441|2006
15393162798552|1458|2006
15393162798552|1495|2007
17592186046501|801|2006
17592186046501|786|2007
17592186046501|788|2006
17592186046501|797|2007
17592186048382|1169|2004
17592186048382|1173|2005
17592186048382|1144|2004
17592186048382|1151|2005
17592186048866|678|2003
17592186048866|679|2002
17592186049179|929|1999
17592186049179|938|1999
17592186050656|946|2009
17592186050656|339|2012
17592186050656|948|2012
17592186050656|943|2009
17592186051647|962|2006
17592186051647|963|2006
17592186052580|1573|2007
17592186053245|736|2008
17592186053245|965|2008
17592186053245|953|2008
17592186053245|955|2007
17592186054140|1536|2002
17592186054140|25|2001
17592186054140|28|2002
17592186054140|30|2001
19791209301592|981|2001
19791209301592|973|2002
19791209301878|1523|2006
19791209301878|1464|2006
19791209301878|1483|2005
19791209301878|1454|2006
19791209303197|183|2004
19791209305261|674|2004
19791209305261|677|2006
19791209306105|1013|2009
19791209306105|1019|2010
19791209308525|552|2008
19791209310768|1072|2000
19791209310768|1094|2000
19791209310768|1081|2000
19791209310768|1037|2000
21990232559438|145|2004
21990232559438|164|2003
21990232559438|165|2003
21990232559438|157|2004
21990232559922|1568|2006
21990232559922|1567|2006
21990232561675|799|2001
24189255815697|804|2007
24189255815697|806|2006
24189255815697|790|2008
24189255815697|808|2007
24189255815697|783|2007
24189255819527|466|2004
24189255819527|477|2005
24189255820795|465|2006
24189255820795|472|2004
24189255820795|474|2007
24189255820795|442|2009
26388279067426|1026|2008
26388279067426|1075|2008
26388279067426|1061|2007
26388279067426|1094|2007
26388279067426|1065|2008
26388279067479|672|2007
26388279067479|677|2008
26388279067479|678|2007
26388279067479|679|2008
26388279067479|664|2008
26388279071238|1473|2006
26388279071238|1459|2005
26388279071238|1448|2005
26388279071238|1532|2005
26388279073614|864|2007
26388279073614|7|2006
26388279076981|319|2002
28587302323373|1557|2003
28587302323373|1558|2002
28587302323373|1559|2003
28587302323373|1560|2004
28587302323373|1561|2003
28587302324426|1297|2004
28587302324426|1298|2003
28587302324426|1300|2003
28587302325148|810|2009
28587302325148|1532|2011
28587302325670|422|2009
28587302325670|414|2010
28587302328957|897|2012
28587302328957|887|2004
28587302328957|888|2003
28587302328957|891|2007
28587302331020|569|2007
28587302331110|695|2001
28587302331110|792|2002
28587302331110|779|2002
28587302331110|795|2000
28587302331110|796|2001
30786325578320|1324|2004
30786325578320|1325|2003
30786325579648|292|2009
30786325579648|293|2008
30786325579648|294|2008
30786325580145|178|2009
30786325580145|150|2003
30786325580145|166|2009
30786325580145|138|2010
30786325580145|174|2007
30786325581360|538|2002
30786325581695|544|2003
30786325581695|552|2003
30786325581695|538|2003
